"('pid',)","('primaryName',)","('birthYear',)","('deathYear',)"
nm0001223,Lara Flynn Boyle,1970,
nm0001226,James Foley,1953,
nm0001228,Peter Fonda,1940,2019
nm0001231,Claire Forlani,1971,
nm0001232,Milos Forman,1932,2018
nm0001233,Robert Forster,1941,2019
nm0001236,Meg Foster,1948,
nm0001239,John Frankenheimer,1930,2002
nm0001240,Dennis Franz,1944,
nm0001241,Stephen Frears,1941,
nm0001242,Matt Frewer,1958,
nm0001243,William Friedkin,1935,
nm0001246,Dan Futterman,1967,
nm0001247,Eva Gabor,1919,1995
nm0001250,Charlotte Gainsbourg,1971,
nm0001251,Peter Gallagher,1955,
nm0001254,James Gandolfini,1961,2013
nm0001258,James Garner,1928,2014
nm0001260,John Gavin,1931,2018
nm0001264,Sarah Michelle Gellar,1977,
nm0001274,Paul Michael Glaser,1943,
nm0001275,Philip Glass,1937,
nm0001277,Scott Glenn,1939,
nm0001279,William Goldman,1931,2018
nm0001282,Tony Goldwyn,1960,
nm0001286,Elizabeth Gracen,1961,
nm0001287,Heather Graham,1970,
nm0001288,Kelsey Grammer,1955,
nm0001290,Richard E. Grant,1957,
nm0001291,Rupert Graves,1963,
nm0001293,Seth Green,1974,
nm0001294,Graham Greene,1904,1991
nm0001295,Graham Greene,1952,
nm0001300,John Grisham,1955,
nm0001302,Christopher Guest,1948,
nm0001303,Carla Gugino,1971,
nm0001304,Fred Gwynne,1926,1993
nm0001305,Lukas Haas,1976,
nm0001309,Anthony Michael Hall,1968,
nm0001310,Kevin Peter Hall,1955,1991
nm0001311,Philip Baker Hall,1931,
nm0001314,John Hannah,1962,
nm0001315,Marcia Gay Harden,1959,
nm0001317,Renny Harlin,1959,
nm0001319,Mark Harmon,1951,
nm0001321,Richard Harris,1930,2002
nm0001326,Josh Hartnett,1978,
nm0001327,David Hasselhoff,1952,
nm0001328,Howard Hawks,1896,1977
nm0001329,Nigel Hawthorne,1929,2001
nm0001330,Sterling Hayden,1916,1986
nm0001331,Todd Haynes,1961,
nm0001332,Robert Hays,1947,
nm0001334,John Heard,1946,2017
nm0001335,Tippi Hedren,1930,
nm0001337,Katherine Heigl,1978,
nm0001338,Brian Helgeland,1961,
nm0001340,Katherine Helmond,1929,2019
nm0001343,Carrie Henn,1976,
nm0001344,Gregg Henry,1952,
nm0001345,Jim Henson,1936,1990
nm0001347,Barbara Hershey,1948,
nm0001348,Werner Herzog,1942,
nm0001349,Jennifer Love Hewitt,1979,
nm0001351,George Roy Hill,1921,2002
nm0001353,Walter Hill,1942,
nm0001354,Ciarán Hinds,1953,
nm0001357,Paul Hogan,1939,
nm0001358,Hal Holbrook,1925,2021
nm0001359,Sterling Holloway,1905,1992
nm0001361,Tobe Hooper,1943,2017
nm0001364,Bob Hoskins,1942,2014
nm0001365,Whitney Houston,1963,2012
nm0001368,Ernie Hudson,1945,
nm0001371,Tom Hulce,1953,
nm0001372,Bonnie Hunt,1961,
nm0001373,Linda Hunt,1945,
nm0001375,Kim Hunter,1922,2002
nm0001378,Anjelica Huston,1951,
nm0001379,John Huston,1906,1987
nm0001382,Peter Hyams,1943,
nm0001385,Eric Idle,1943,
nm0001386,Natalie Imbruglia,1975,
nm0001388,Amy Irving,1953,
nm0001392,Peter Jackson,1961,
nm0001393,Irène Jacob,1966,
nm0001394,Derek Jacobi,1938,
nm0001401,Angelina Jolie,1975,
nm0001402,Terry Jones,1942,2020
nm0001403,Neil Jordan,1950,
nm0001404,Madeline Kahn,1942,1999
nm0001405,Janusz Kaminski,1959,
nm0001406,Carol Kane,1952,
nm0001410,Lawrence Kasdan,1949,
nm0001413,Julie Kavner,1950,
nm0001415,Elia Kazan,1909,2003
nm0001416,Catherine Keener,1959,
nm0001420,DeForest Kelley,1920,1999
nm0001421,George Kennedy,1925,2016
nm0001423,Richard Kiel,1939,2014
nm0001425,Krzysztof Kieslowski,1941,1996
nm0001426,Ben Kingsley,1943,
nm0001427,Greg Kinnear,1963,
nm0001429,Takeshi Kitano,1947,
nm0001431,Wayne Knight,1955,
nm0001433,Yaphet Kotto,1939,2021
nm0001434,Kris Kristofferson,1936,
nm0001435,Lisa Kudrow,1963,
nm0001439,Anthony LaPaglia,1959,
nm0001445,Martin Landau,1928,2017
nm0001448,Jessica Lange,1949,
nm0001449,Frank Langella,1938,
nm0001451,Queen Latifah,1970,
nm0001452,Charles Laughton,1899,1962
nm0001453,Piper Laurie,1932,
nm0001454,Martin Lawrence,1965,
nm0001459,Denis Leary,1957,
nm0001460,Mimi Leder,1952,
nm0001463,Janet Leigh,1927,2004
nm0001465,Elmore Leonard,1925,2013
nm0001466,Sergio Leone,1929,1989
nm0001467,Jared Leto,1971,
nm0001469,Barry Levinson,1942,
nm0001471,Jerry Lewis,1926,2017
nm0001472,Jet Li,1963,
nm0001473,Laura Linney,1964,
nm0001474,Tom Lister Jr.,1958,2020
nm0001475,John Lithgow,1945,
nm0001476,Cleavon Little,1939,1992
nm0001486,Sidney Lumet,1924,2011
nm0001490,Adrian Lyne,1941,
nm0001491,Melanie Lynskey,1977,
nm0001492,Kyle MacLachlan,1959,
nm0001493,Peter MacNicol,1954,
nm0001494,Ralph Macchio,1961,
nm0001496,Amy Madigan,1950,
nm0001497,Tobey Maguire,1975,
nm0001498,John Mahoney,1940,2018
nm0001499,Tina Majorino,1985,
nm0001500,Karl Malden,1912,2009
nm0001504,Marilyn Manson,1969,
nm0001507,Cheech Marin,1946,
nm0001508,Penny Marshall,1943,2018
nm0001510,Strother Martin,1919,1980
nm0001512,Mary Elizabeth Mastrantonio,1958,
nm0001513,Tim Matheson,1947,
nm0001517,Catherine McCormack,1972,
nm0001518,Dylan McDermott,1961,
nm0001520,Christopher McDonald,1955,
nm0001521,Mary McDonnell,1952,
nm0001522,Roddy McDowall,1928,1998
nm0001523,Natascha McElhone,1969,
nm0001524,Paul McGann,1959,
nm0001526,Patrick McGoohan,1928,2009
nm0001527,Elizabeth McGovern,1961,
nm0001532,John McTiernan,1951,
nm0001533,Meat Loaf,1947,2022
nm0001535,Dale Midkiff,1959,
nm0001536,Toshirô Mifune,1920,1997
nm0001537,Ray Milland,1907,1986
nm0001538,Jonny Lee Miller,1972,
nm0001542,Jay Mohr,1970,
nm0001543,Gretchen Mol,1972,
nm0001544,Ricardo Montalban,1920,2009
nm0001545,Dudley Moore,1935,2002
nm0001547,Agnes Moorehead,1900,1974
nm0001548,Rick Moranis,1953,
nm0001550,Cathy Moriarty,1960,
nm0001552,Pat Morita,1932,2005
nm0001553,Ennio Morricone,1928,2020
nm0001556,David Morse,1953,
nm0001557,Viggo Mortensen,1958,
nm0001562,Kathy Najimy,1957,
nm0001565,Mike Newell,1942,
nm0001566,Mike Nichols,1931,2014
nm0001567,Connie Nielsen,1965,
nm0001570,Edward Norton,1969,
nm0001571,Kim Novak,1933,
nm0001573,Catherine O'Hara,1954,
nm0001574,Michael O'Keefe,1955,
nm0001576,Heather O'Rourke,1975,1988
nm0001579,Edward James Olmos,1947,
nm0001583,Jerry Orbach,1935,2004
nm0001584,Miranda Otto,1967,
nm0001587,Alan J. Pakula,1928,1998
nm0001588,Jack Palance,1919,2006
nm0001589,Michael Palin,1943,
nm0001590,Chazz Palminteri,1952,
nm0001592,Joe Pantoliano,1951,
nm0001597,Mandy Patinkin,1952,
nm0001598,Robert Patrick,1958,
nm0001599,Will Patton,1954,
nm0001601,David Paymer,1954,
nm0001602,Guy Pearce,1967,
nm0001605,Amanda Peet,1972,
nm0001606,Chris Penn,1965,2006
nm0001608,Barry Pepper,1970,
nm0001609,Rosie Perez,1964,
nm0001610,Elizabeth Perkins,1960,
nm0001612,Matthew Perry,1969,
nm0001614,Lori Petty,1963,
nm0001615,Elizabeth Peña,1959,2014
nm0001616,Mekhi Phifer,1974,
nm0001618,Joaquin Phoenix,1974,
nm0001620,Slim Pickens,1919,1983
nm0001623,Maria Pitillo,1966,
nm0001624,Oliver Platt,1960,
nm0001626,Christopher Plummer,1929,2021
nm0001627,Sidney Poitier,1927,2022
nm0001628,Sydney Pollack,1934,2008
nm0001629,Kevin Pollak,1957,
nm0001631,Sarah Polley,1979,
nm0001632,Teri Polo,1969,
nm0001633,Annie Potts,1952,
nm0001634,CCH Pounder,1952,
nm0001636,Priscilla Presley,1945,
nm0001638,Jürgen Prochnow,1941,
nm0001639,Alex Proyas,1963,
nm0001640,Richard Pryor,1940,2005
nm0001642,Randy Quaid,1950,
nm0001644,Aidan Quinn,1959,
nm0001647,Claude Rains,1889,1967
nm0001648,Charlotte Rampling,1946,
nm0001650,Michael Rapaport,1970,
nm0001652,John Ratzenberger,1947,
nm0001653,Stephen Rea,1946,
nm0001656,Donna Reed,1921,1986
nm0001657,Oliver Reed,1938,1999
nm0001659,Christopher Reeve,1952,2004
nm0001661,Rob Reiner,1947,
nm0001662,Judge Reinhold,1957,
nm0001663,Paul Reiser,1956,
nm0001664,James Remar,1953,
nm0001665,Lee Remick,1935,1991
nm0001666,Debbie Reynolds,1932,2016
nm0001667,Jonathan Rhys Meyers,1977,
nm0001669,Miranda Richardson,1958,
nm0001670,Natasha Richardson,1963,2009
nm0001673,Jason Robards,1922,2000
nm0001674,Chris Rock,1965,
nm0001675,Robert Rodriguez,1968,
nm0001679,Mark Rolston,1956,
nm0001680,Robert Romanus,1956,
nm0001681,George A. Romero,1940,2017
nm0001684,Katharine Ross,1940,
nm0001687,Gena Rowlands,1930,
nm0001688,Alan Ruck,1956,
nm0001691,Geoffrey Rush,1951,
nm0001693,Eva Marie Saint,1924,
nm0001695,George Sanders,1906,1972
nm0001696,Julian Sands,1958,
nm0001697,Chris Sarandon,1942,
nm0001698,John Savage,1949,
nm0001701,Devon Sawa,1978,
nm0001702,Roy Scheider,1932,2008
nm0001705,Rob Schneider,1963,
nm0001706,Michael Schoeffling,1960,
nm0001707,Paul Schrader,1946,
nm0001708,Joel Schumacher,1939,2020
nm0001709,Til Schweiger,1963,
nm0001710,David Schwimmer,1966,
nm0001711,Annabella Sciorra,1960,
nm0001713,Izabella Scorupco,1970,
nm0001714,Campbell Scott,1961,
nm0001715,George C. Scott,1927,1999
nm0001716,Tony Scott,1944,2012
nm0001718,Kyra Sedgwick,1965,
nm0001722,Rufus Sewell,1967,
nm0001723,Tom Shadyac,1958,
nm0001724,Tony Shalhoub,1953,
nm0001727,Robert Shaw,1927,1978
nm0001731,Sam Shepard,1943,2017
nm0001732,Cybill Shepherd,1950,
nm0001735,Talia Shire,1946,
nm0001737,Martin Short,1950,
nm0001739,Jean Simmons,1929,2010
nm0001740,O.J. Simpson,1947,
nm0001741,Bryan Singer,1965,
nm0001744,Tom Sizemore,1961,
nm0001745,Stellan Skarsgård,1951,
nm0001747,Charles Martin Smith,1953,
nm0001748,Kurtwood Smith,1943,
nm0001749,Maggie Smith,1934,
nm0001752,Steven Soderbergh,1963,
nm0001756,Barry Sonnenfeld,1953,
nm0001757,Kevin Sorbo,1958,
nm0001758,Timothy Spall,1957,
nm0001762,Jill St. John,1940,
nm0001763,Nick Stahl,1979,
nm0001765,Harry Dean Stanton,1926,2017
nm0001766,Barbara Stanwyck,1907,1990
nm0001768,Rod Steiger,1925,2002
nm0001772,Patrick Stewart,1940,
nm0001773,David Ogden Stiers,1942,2018
nm0001774,Ben Stiller,1965,
nm0001777,Dean Stockwell,1936,2021
nm0001778,Matt Stone,1971,
nm0001779,Tom Stoppard,1937,
nm0001780,Peter Stormare,1953,
nm0001787,Jeffrey Tambor,1944,
nm0001788,Jessica Tandy,1909,1994
nm0001789,Andrei Tarkovsky,1932,1986
nm0001792,Rod Taylor,1930,2015
nm0001794,Henry Thomas,1971,
nm0001797,Rachel Ticotin,1958,
nm0001799,John Toll,1952,
nm0001800,Rip Torn,1931,2019
nm0001801,Robert Towne,1934,
nm0001803,Danny Trejo,1944,
nm0001804,Stanley Tucci,1960,
nm0001806,John Turturro,1957,
nm0001808,Tracey Ullman,1959,
nm0001811,Peter Ustinov,1921,2004
nm0001812,Lee Van Cleef,1925,1989
nm0001813,Dick Van Dyke,1925,
nm0001814,Gus Van Sant,1952,
nm0001815,Jim Varney,1949,2000
nm0001817,Reginald VelJohnson,1952,
nm0001822,Robert Wagner,1930,
nm0001825,Andrew Kevin Walker,1964,
nm0001827,Ray Walston,1914,2001
nm0001828,Melora Walters,1960,
nm0001831,David Warner,1941,
nm0001833,Emily Watson,1967,
nm0001834,Damon Wayans,1960,
nm0001835,Carl Weathers,1948,
nm0001837,Peter Weir,1944,
nm0001838,Rachel Weisz,1970,
nm0001840,Ming-Na Wen,1963,
nm0001845,Forest Whitaker,1961,
nm0001848,Dianne Wiest,1946,
nm0001850,Billy Dee Williams,1937,
nm0001851,JoBeth Williams,1948,
nm0001852,Treat Williams,1951,
nm0001853,Vanessa Williams,1963,
nm0001854,Rita Wilson,1956,
nm0001855,Tom Wilson,1959,
nm0001856,Oprah Winfrey,1954,
nm0001857,Henry Winkler,1945,
nm0001860,Alicia Witt,1975,
nm0001865,Amy Yasbeck,1962,
nm0001868,Michael York,1942,
nm0001872,Steve Zahn,1967,
nm0001873,Steven Zaillian,1953,
nm0001876,Catherine Zeta-Jones,1969,
nm0001877,Hans Zimmer,1957,
nm0001878,David Zucker,1947,
nm0001880,Edward Zwick,1952,
nm0001884,Max von Sydow,1929,2020
nm0001885,Lars von Trier,1956,
nm0001897,John M. Davis,,
nm0001899,Remi Adefarasin,1948,
nm0001915,Emile Ardolino,1943,1993
nm0001920,Isaac Asimov,1920,1992
nm0001921,Paul Attanasio,1959,
nm0001924,Hoyt Axton,1938,1999
nm0001937,Marco Beltrami,1966,
nm0001940,Peter Benchley,1940,2006
nm0001943,Marisa Berenson,1947,
nm0001949,Andrew Birkin,1945,
nm0001950,Steve Bisley,1951,
nm0001951,Björk,1965,
nm0001952,Rubén Blades,1948,
nm0001953,Moritz Bleibtreu,1971,
nm0001961,Ray Bolger,1904,1987
nm0001967,Peter Boyle,1935,2006
nm0001971,Ewen Bremner,1972,
nm0001975,Roscoe Lee Browne,1922,2007
nm0001980,Carter Burwell,1954,
nm0001982,Sebastian Cabot,1918,1977
nm0001986,Truman Capote,1924,1984
nm0001990,Elpidia Carrillo,1961,
nm0001991,Leo G. Carroll,1886,1972
nm0001993,Vincent Cassel,1966,
nm0001994,Michael Caton-Jones,1957,
nm0001995,George Chakiris,1932,
nm0002005,Agatha Christie,1890,1976
nm0002006,Thomas Haden Church,1960,
nm0002007,Tom Clancy,1947,2013
nm0002008,Eric Clapton,1945,
nm0002009,Arthur C. Clarke,1917,2008
nm0002011,Lee J. Cobb,1911,1976
nm0002023,Matt Craven,1956,
nm0002025,Hume Cronyn,1911,2003
nm0002030,George Cukor,1899,1983
nm0002031,Michael Curtiz,1886,1962
nm0002041,Dean Devlin,1962,
nm0002042,Charles Dickens,1812,1870
nm0002044,Roger Donaldson,1945,
nm0002045,Stanley Donen,1924,2019
nm0002060,Lisa Eilbacher,1956,
nm0002064,Giancarlo Esposito,1958,
nm0002070,Richard Farnsworth,1920,2000
nm0002071,Will Ferrell,1967,
nm0002075,Peter Finch,1916,1977
nm0002076,Jason Flemyng,1966,
nm0002077,Dexter Fletcher,1966,
nm0002078,Frederic Forrest,1936,
nm0002080,Bob Fosse,1927,1987
nm0002085,Gert Fröbe,1913,1988
nm0002090,Zach Galligan,1964,
nm0002091,Michael Gambon,1940,
nm0002103,Julian Glover,1935,
nm0002104,Paulette Goddard,1910,1990
nm0002106,Ruth Gordon,1896,1985
nm0002110,Rodney A. Grant,1959,
nm0002114,Kim Greist,1958,
nm0002120,Lasse Hallström,1946,
nm0002132,Amy Heckerling,1954,
nm0002134,Paul Henreid,1908,1992
nm0002136,Bernard Herrmann,1911,1975
nm0002140,Agnieszka Holland,1948,
nm0002141,Celeste Holm,1917,2012
nm0002144,John Houseman,1902,1988
nm0002145,Trevor Howard,1913,1988
nm0002154,Alfred Abel,1879,1937
nm0002159,Alejandro Agresti,1961,
nm0002162,Henri Alekan,1909,2001
nm0002166,John A. Alonzo,1934,2001
nm0002170,Ashok Amritraj,1957,
nm0002185,Malcolm Arnold,1921,2006
nm0002201,John Debney,1956,
nm0002217,Mychael Danna,1958,
nm0002227,John Frizzell,1966,
nm0002230,Carlos Gallardo,,
nm0002231,Gian Maria Volontè,1933,1994
nm0002233,Erich von Stroheim,1885,1957
nm0002252,David A. Armstrong,,
nm0002253,John Carroll Lynch,1963,
nm0002303,Trevor Jones,1949,
nm0002320,Fred Murphy,1942,
nm0002331,Stephen Jones,,
nm0002332,Stephen Lang,1952,
nm0002336,Declan Quinn,1957,
nm0002339,Allen Coulter,,
nm0002340,Stuart Gordon,1947,2020
nm0002353,Thomas Newman,1955,
nm0002354,John Williams,1932,
nm0002366,Christopher Young,1957,
nm0002368,Tom Flynn,,
nm0002369,John Williams,1903,1983
nm0002376,David Hare,1947,
nm0002397,Andrew Z. Davis,,
nm0002417,Daniel Pyne,,
nm0002436,Shannon Elizabeth,1973,
nm0002493,Simon Bowles,,
nm0002536,Emmy Rossum,1986,
nm0002582,Christopher Rouse,1958,
nm0002653,Joe Johnston,1950,
nm0002657,Gary Ross,1956,
nm0002659,Les Weldon,,
nm0002668,George 'Buck' Flower,1937,2004
nm0002681,Jim Denault,1960,
nm0002706,David L. Bertman,,
nm0002718,Brian Koppelman,1966,
nm0002728,Juan José Campanella,1959,
nm0002747,Mark Sanger,1974,
nm0002759,Ernesto Gastaldi,1934,
nm0002864,Michael Markowitz,1961,
nm0002875,Freddie Young,1902,1998
nm0002892,Wally Pfister,1961,
nm0002907,Alexander Skarsgård,1976,
nm0002926,Enrique Chediak,1967,
nm0002947,Toby Oliver,,
nm0002980,Shirley Walker,1945,2006
nm0002983,Stephen Peters,1947,
nm0002999,Richard S. Wright,1960,
nm0003011,Dariusz Wolski,1956,
nm0003021,Chris McKay,1973,
nm0003031,Caroline Thompson,1956,
nm0003032,Bob Ducsay,,
nm0003044,Michael Jordan,1963,
nm0003069,James DuMont,1965,
nm0003088,Chris Noonan,1952,
nm0003117,Ken Wheat,1950,
nm0003140,David Klein,1972,
nm0003144,Walter Coblenz,,
nm0003160,Christopher McQuarrie,1968,
nm0003198,Jerome Bixby,1923,1998
nm0003244,Jordi Mollà,1968,
nm0003298,Scott Rosenberg,1963,
nm0003299,Marc Shaiman,1959,
nm0003300,Duncan Kennedy,,
nm0003321,Scott Mitchell Rosenberg,,
nm0003342,E. Bennett Walsh,,
nm0003343,Rob Schmidt,1965,
nm0003388,Brian Pearson,1967,
nm0003392,George S. Clinton,1947,
nm0003394,Lawrence Sher,1970,
nm0003408,Chris Marker,1921,2012
nm0003417,David Arnold,1962,
nm0003418,Rob Cohen,1949,
nm0003423,Peter MacDonald,1939,
nm0003424,Hank Mann,1887,1971
nm0003446,Jonathan Brown,1970,
nm0003483,Sarah Flack,,
nm0003506,James Mangold,1963,
nm0003515,Ralph Winter,,
nm0003529,Dan Harris,1979,
nm0003542,Philippe Rousselot,1945,
nm0003552,Stephen Goldblatt,1945,
nm0003574,Maurice Jarre,1924,2009
nm0003593,Fred Zinnemann,1907,1997
nm0003607,Nicola Piovani,1946,
nm0003620,Kevin Smith,1970,
nm0003659,Phedon Papamichael,1962,
nm0003662,Graham Yost,1959,
nm0003697,Florian Henckel von Donnersmarck,1973,
nm0003703,Eric Strand,,
nm0003720,David Womark,,
nm0003741,Robin Driscoll,,
nm0003759,Ed Marx,,
nm0003817,Michael Clarke Duncan,1957,2012
nm0003825,Andrew Neiderman,1940,
nm0003864,Michael S. Murphey,,
nm0003870,Marilyn Ghigliotti,1961,
nm0003893,Hughes Winborne,,
nm0003900,José Luis Alcaine,1938,
nm0003911,Brian Tyler,1972,
nm0003920,Michael Ellis,1943,
nm0003946,Marius De Vries,1961,
nm0004012,Simon Emanuel,1975,
nm0004051,Brian Cox,1946,
nm0004056,Andrew Stanton,1965,
nm0004088,László Kovács,1933,2007
nm0004090,Eric Alan Edwards,1953,
nm0004111,Mark Frost,1953,
nm0004121,Mikael Salomon,1945,
nm0004122,Robert Bolt,1924,1995
nm0004142,Michael Grady,,
nm0004170,Bob Kane,1915,1998
nm0004205,John Frick,,
nm0004217,André Øvredal,,
nm0004229,Adam Greenberg,1939,
nm0004234,Alfonso Gomez-Rejon,,
nm0004241,Donald E. Thorin,1934,2016
nm0004266,Anne Hathaway,1982,
nm0004267,Xavier Grobet,1964,
nm0004286,Clifton Collins Jr.,1970,
nm0004287,Alex Thomson,1929,2007
nm0004303,Gavin Hood,1963,
nm0004306,George Miller,1945,
nm0004307,Shane Salerno,1972,
nm0004332,Robert B. Weide,1959,
nm0004336,Tristan Oliver,,
nm0004344,Michael Barrett,1970,
nm0004376,Franka Potente,1974,
nm0004383,Michael Kamen,1948,2003
nm0004384,Wojciech Kilar,1932,2013
nm0004395,Adam Scott,1973,
nm0004410,Mark Neveldine,1973,
nm0004412,Ed Solomon,1960,
nm0004418,Kajol,1974,
nm0004423,Gerry Robert Byrne,,
nm0004462,Jean-Louis Trintignant,1930,
nm0004486,Bruno Ganz,1941,2019
nm0004488,Rick King,,
nm0004517,Jason Alexander,1959,
nm0004552,Tom Sito,1956,
nm0004555,Walter Murch,1943,
nm0004569,Sanjay Dutt,1959,
nm0004581,Harry Gregson-Williams,1961,
nm0004582,Jeff Danna,1964,
nm0004637,Harry Keramidas,1940,
nm0004650,Marisa Paredes,1946,
nm0004675,Phil Alden Robinson,1950,
nm0004692,Mark Addy,1964,
nm0004695,Jessica Alba,1981,
nm0004715,Will Arnett,1970,
nm0004716,Darren Aronofsky,1969,
nm0004730,Orson Bean,1928,2020
nm0004731,Garcelle Beauvais,1966,
nm0004736,Jason Behr,1973,
nm0004741,Camilla Belle,1986,
nm0004742,Maria Bello,1967,
nm0004744,Lawrence Bender,1957,
nm0004747,Wes Bentley,1978,
nm0004748,Julie Benz,1972,
nm0004753,Leslie Bibb,1973,
nm0004754,Jessica Biel,1982,
nm0004755,Jason Biggs,1978,
nm0004757,Selma Blair,1972,
nm0004761,Rachel Blanchard,1976,
nm0004778,Adrien Brody,1973,
nm0004787,Saffron Burrows,1972,
nm0004789,Amanda Bynes,1986,
nm0004797,Bruno Campos,1973,
nm0004798,Stephen J. Cannell,1941,2010
nm0004799,Mark Canton,1949,
nm0004802,Linda Cardellini,1975,
nm0004810,Chris Carter,1956,
nm0004813,Nancy Cartwright,1957,
nm0004815,Christine Cavanaugh,1963,2014
nm0004820,Morris Chestnut,1969,
nm0004821,Michael Chiklis,1963,
nm0004825,Emmanuelle Chriqui,1975,
nm0004829,Spencer Treat Clark,1987,
nm0004841,Stewart Copeland,1952,
nm0004851,Penélope Cruz,1974,
nm0004862,Kristin Davis,1965,
nm0004866,Amanda De Cadenet,1972,
nm0004874,Vin Diesel,1967,
nm0004875,Taye Diggs,1971,
nm0004879,Snoop Dogg,1971,
nm0004883,Tate Donovan,1963,
nm0004896,Eminem,1972,
nm0004906,Peter Facinelli,1973,
nm0004912,Oded Fehr,1970,
nm0004927,Beau Flynn,1970,
nm0004929,Dave Foley,1963,
nm0004936,Ben Foster,1980,
nm0004937,Jamie Foxx,1967,
nm0004950,Jennifer Garner,1972,
nm0004951,Brad Garrett,1960,
nm0004965,Adam Goldberg,1970,
nm0004976,Brian Grazer,1951,
nm0004978,Adrian Grenier,1976,
nm0004981,Matt Groening,1954,
nm0004989,Alyson Hannigan,1974,
nm0004993,Desmond Harrington,1976,
nm0005002,Isaac Hayes,1942,2008
nm0005003,Sean Hayes,1970,
nm0005006,Elaine Hendrix,1970,
nm0005009,Laura Harring,1964,
nm0005013,Iben Hjejle,1971,
nm0005023,Djimon Hounsou,1964,
nm0005024,Terrence Howard,1969,
nm0005026,Kelly Hu,1968,
nm0005028,Kate Hudson,1979,
nm0005033,Sammo Kam-Bo Hung,1952,
nm0005036,Gale Anne Hurd,1955,
nm0005042,Jason Isaacs,1963,
nm0005048,Thomas Jane,1969,
nm0005049,Allison Janney,1959,
nm0005052,Michael Jeter,1952,2003
nm0005062,Chuck Jones,1912,2002
nm0005064,January Jones,1978,
nm0005068,Vinnie Jones,1965,
nm0005069,Spike Jonze,1969,
nm0005077,James Keach,1947,
nm0005079,Josh Keaton,1979,
nm0005086,Kathleen Kennedy,1953,
nm0005093,Regina King,1971,
nm0005098,Chris Klein,1979,
nm0005101,Harmony Korine,1973,
nm0005109,Mila Kunis,1983,
nm0005110,Ashton Kutcher,1978,
nm0005112,LL Cool J,1968,
nm0005116,Mary Lambert,1951,
nm0005123,Ali Larter,1976,
nm0005124,John Lasseter,1957,
nm0005125,Sanaa Lathan,1971,
nm0005132,Heath Ledger,1979,2008
nm0005134,Jason Lee,1970,
nm0005151,Jonathan Lipnicki,1990,
nm0005154,Lucy Liu,1968,
nm0005156,Eric Lloyd,1986,
nm0005157,Jake Lloyd,1989,
nm0005159,Tone Loc,1966,
nm0005162,Robert Loggia,1930,2015
nm0005170,Bernie Mac,1957,2008
nm0005171,Angus Macfadyen,1963,
nm0005177,Howie Mandel,1955,
nm0005182,Leslie Mann,1972,
nm0005188,James Marsden,1973,
nm0005190,Garry Marshall,1934,2016
nm0005197,Des McAnuff,1952,
nm0005203,Mary McCormack,1969,
nm0005210,Tim McGraw,1967,
nm0005212,Ian McKellen,1939,
nm0005216,Janet McTeer,1961,
nm0005219,Mike Medavoy,1941,
nm0005222,Sam Mendes,1965,
nm0005226,Debra Messing,1968,
nm0005227,Breckin Meyer,1974,
nm0005231,Dash Mihok,1974,
nm0005237,Anthony Minghella,1954,2008
nm0005238,Beverley Mitchell,1981,
nm0005251,Carrie-Anne Moss,1967,
nm0005253,Elisabeth Moss,1982,
nm0005256,Bridget Moynahan,1971,
nm0005261,Brittany Murphy,1977,2009
nm0005265,Kevin Nealon,1953,
nm0005266,Craig T. Nelson,1944,
nm0005271,Randy Newman,1943,
nm0005272,Thomas Ian Nicholas,1980,
nm0005273,Alessandro Nivola,1972,
nm0005278,Jerry O'Connell,1974,
nm0005286,Haley Joel Osment,1988,
nm0005295,Trey Parker,1969,
nm0005299,Sarah Paulson,1974,
nm0005303,Kimberly Peirce,1967,
nm0005304,Michael Penn,1958,
nm0005305,Piper Perabo,1976,
nm0005307,Jon Peters,1945,
nm0005311,Busy Philipps,1979,
nm0005312,Gina Philips,1970,
nm0005315,Jeremy Piven,1965,
nm0005321,Monica Potter,1971,
nm0005326,Jaime Pressly,1977,
nm0005327,Freddie Prinze Jr.,1976,
nm0005337,Theresa Randle,1964,
nm0005342,Norman Reedus,1969,
nm0005345,Robert Rehme,1935,
nm0005346,Tara Reid,1975,
nm0005351,Ryan Reynolds,1976,
nm0005363,Guy Ritchie,1968,
nm0005366,Jay Roach,1957,
nm0005367,Brian Robbins,1963,
nm0005377,Sam Rockwell,1968,
nm0005380,Ray Romano,1957,
nm0005387,Joe Roth,1948,
nm0005392,Keri Russell,1976,
