"('mid',)","('pid',)","('name',)"
tt0082096,nm0001638,Capt.-Lt. Henrich Lehmann-Willenbrock - Der Alte
tt0082096,nm0344963,Lt. Werner - Correspondent
tt0082096,nm0921044,Chief Engineer Fritz Grade - Der Leitende-Der LI
tt0082096,nm0071059,1st Lieutenant - Number One-1WO
tt0082198,nm0000216,Conan
tt0082198,nm0000469,Thulsa Doom
tt0082198,nm0001884,King Osric
tt0082198,nm0000922,Valeria
tt0082340,nm0000621,Snake Plissken
tt0082340,nm0001812,Hauk
tt0082340,nm0000308,Cabbie
tt0082340,nm0000587,President
tt0082694,nm0000154,Max
tt0082694,nm0817748,The Gyro Captain
tt0082694,nm0696463,Pappagallo
tt0082694,nm0681041,The Toadie
tt0082971,nm0000148,Indy
tt0082971,nm0000261,Marion
tt0082971,nm0293550,Belloq
tt0082971,nm0722636,Sallah
tt0083658,nm0000148,Rick Deckard
tt0083658,nm0000442,Roy Batty
tt0083658,nm0000707,Rachael
tt0083658,nm0001579,Gaff
tt0083866,nm0001794,Elliott
tt0083866,nm0000106,Gertie
tt0083866,nm0001075,Keys
tt0083866,nm0908914,Mary
tt0083907,nm0132257,Ashley 'Ash' J. Williams
tt0083907,nm0762445,Cheryl
tt0083907,nm0217822,Scott
tt0083907,nm0048260,Linda
tt0083929,nm0000576,Jeff Spicoli
tt0083929,nm0000492,Stacy Hamilton
tt0083929,nm0001662,Brad Hamilton
tt0083929,nm0001680,Mike Damone
tt0083944,nm0000230,Rambo
tt0083944,nm0001133,Teasle
tt0083944,nm0001077,Trautman
tt0083944,nm0571853,Kern
tt0083987,nm0001426,Mahatma Gandhi
tt0083987,nm0000024,Lord Irwin
tt0083987,nm0368990,Kasturba Gandhi
tt0083987,nm0786022,Pandit Nehru
tt0084516,nm0001851,Diane Freeling
tt0084516,nm0001576,Carol Anne Freeling
tt0084516,nm0005266,Steve Freeling
tt0084516,nm0833152,Dr. Lesh
tt0084602,nm0000230,Rocky Balboa
tt0084602,nm0001735,Adrian
tt0084602,nm0949350,Paulie
tt0084602,nm0001835,Apollo Creed
tt0084726,nm0000638,Kirk
tt0084726,nm0000559,Spock
tt0084726,nm0001420,McCoy
tt0084726,nm0001150,Scotty
tt0084787,nm0000621,MacReady
tt0084787,nm0000979,Dr. Blair
tt0084787,nm0202966,Childs
tt0084787,nm0557956,Clark
tt0084805,nm0000163,Michael Dorsey
tt0084805,nm0000163,Dorothy Michaels
tt0084805,nm0001448,Julie
tt0084805,nm0000414,Sandy
tt0084805,nm0001056,Ron
tt0084827,nm0000313,Kevin Flynn
tt0084827,nm0000313,Clu
tt0084827,nm0000310,Alan Bradley
tt0084827,nm0000310,Tron
tt0084827,nm0001831,Ed Dillinger
tt0084827,nm0001831,Sark
tt0084827,nm0001831,Master Control Program
tt0084827,nm0604563,Lora
tt0084827,nm0604563,Yori
tt0085334,nm0082526,Ralphie
tt0085334,nm0227039,Mother Parker
tt0085334,nm0569000,The Old Man Parker
tt0085334,nm0777432,Flick
tt0085959,nm0000092,Fish #2
tt0085959,nm0000092,Dr. Spencer
tt0085959,nm0000092,Humphrey Williams
tt0085959,nm0000416,Window Washer
tt0085959,nm0000416,Fish #4
tt0085959,nm0000416,Walters
tt0085959,nm0001385,Gunther
tt0085959,nm0001385,Fish #3
tt0085959,nm0001385,'Meaning of Life' Singer
tt0085959,nm0001402,Bert
tt0085959,nm0001402,Fish #6
tt0085959,nm0001402,Mum
tt0085995,nm0000331,Clark Griswold
tt0085995,nm0000350,Ellen Griswold
tt0085995,nm0168042,Aunt Edna
tt0085995,nm0001642,Cousin Eddie
tt0086034,nm0000549,James Bond
tt0086034,nm0000726,Octopussy
tt0086034,nm0431139,Kamal Khan
tt0086034,nm0915468,Magda
tt0086190,nm0000434,Luke Skywalker
tt0086190,nm0000148,Han Solo
tt0086190,nm0000402,Princess Leia
tt0086190,nm0001850,Lando Calrissian
tt0086250,nm0000199,Tony Montana
tt0086250,nm0000201,Elvira
tt0086250,nm0000874,Manny Ribera
tt0086250,nm0001512,Gina
tt0086465,nm0000552,Billy Ray Valentine
tt0086465,nm0000101,Louis Winthorpe III
tt0086465,nm0000897,Randolph Duke
tt0086465,nm0000747,Mortimer Duke
tt0086879,nm0000719,Antonio Salieri
tt0086879,nm0001371,Wolfgang Amadeus Mozart
tt0086879,nm0000931,Constanze Mozart
tt0086879,nm0234541,Leopold Mozart
tt0086960,nm0000552,Axel Foley
tt0086960,nm0001662,Det. Billy Rosewood
tt0086960,nm0039226,Sgt. Taggart
tt0086960,nm0002060,Jenny Summers
tt0087182,nm0001492,Paul Atreides
tt0087182,nm0000515,Princess Irulan
tt0087182,nm0000768,Lady Jessica
tt0087182,nm0162361,The Baron's Doctor
tt0087332,nm0000195,Dr. Peter Venkman
tt0087332,nm0000101,Dr. Raymond Stantz
tt0087332,nm0000244,Dana Barrett
tt0087332,nm0000601,Dr. Egon Spengler
tt0087363,nm0002090,Billy
tt0087363,nm0000121,Kate
tt0087363,nm0001924,Randall Peltzer
tt0087363,nm0521829,Chinese Boy
tt0087469,nm0000148,Indiana Jones
tt0087469,nm0001009,Willie Scott
tt0087469,nm0702841,Short Round
tt0087469,nm0700869,Mola Ram
tt0087538,nm0001494,Daniel
tt0087538,nm0001552,Miyagi
tt0087538,nm0000223,Ali
tt0087538,nm0184392,Kreese
tt0087544,nm0793585,Nausicaä
tt0087544,nm0875332,Jihl
tt0087544,nm0875332,Muzu
tt0087544,nm0477449,Oh-Baba
tt0087544,nm0623214,Yupa
tt0087800,nm0000486,Nancy Thompson
tt0087800,nm0000136,Glen Lantz
tt0087800,nm0000387,Fred Krueger
tt0087800,nm0768334,Lt. Thompson
tt0087843,nm0000134,Noodles
tt0087843,nm0000249,Max
tt0087843,nm0001527,Deborah
tt0087843,nm0001852,Jimmy O'Donnell
tt0087884,nm0001765,Travis Henderson
tt0087884,nm0000176,Jane Henderson
tt0087884,nm0001777,Walt Henderson
tt0087884,nm0077669,Gas Station Attendant
tt0087928,nm0000430,Carey Mahoney
tt0087928,nm0047265,Lt. Harris
tt0087928,nm0000326,Karen Thompson
tt0087928,nm0807571,Moses Hightower
tt0088128,nm0000208,Samantha
tt0088128,nm0001309,Geek
tt0088128,nm0377888,Mike Baker
tt0088128,nm0001706,Jake
tt0088247,nm0000216,Terminator
tt0088247,nm0000157,Sarah Connor
tt0088247,nm0000299,Kyle Reese
tt0088247,nm0934902,Traxler
tt0088258,nm0001661,Marty DiBergi
tt0088258,nm0571106,David St. Hubbins
tt0088258,nm0001302,Nigel Tufnel
tt0088258,nm0834571,Heavy Metal Fan
tt0088323,nm0000441,Atreyu
tt0088323,nm0646768,Bastian
tt0088323,nm0000660,The Childlike Empress
tt0088323,nm0574468,Bastian's Father
tt0088763,nm0000150,Marty McFly
tt0088763,nm0000502,Dr. Emmett Brown
tt0088763,nm0000670,Lorraine Baines
tt0088763,nm0000417,George McFly
tt0088846,nm0000596,Sam Lowry
tt0088846,nm0002114,Jill Layton
tt0088846,nm0000134,Harry Tuttle
tt0088846,nm0001340,Mrs. Ida Lowry
tt0088847,nm0000389,Andrew Clark
tt0088847,nm0000555,John Bender
tt0088847,nm0000208,Claire Standish
tt0088847,nm0000639,Allison Reynolds
tt0088944,nm0000216,John Matrix
tt0088944,nm0001044,Cindy
tt0088944,nm0000445,Arius
tt0088944,nm0920460,Bennett
tt0089218,nm0000276,Mikey
tt0089218,nm0000982,Brand
tt0089218,nm0169480,Chunk
tt0089218,nm0000397,Mouth
tt0089530,nm0000154,Mad Max
tt0089530,nm0877913,Aunty Entity
tt0089530,nm0817748,Jedediah
tt0089530,nm0168284,Jedediah Jnr.
tt0089880,nm0000230,Rambo
tt0089880,nm0001077,Trautman
tt0089880,nm0621008,Murdock
tt0089880,nm0000925,Podovsky
tt0089881,nm0619938,Lord Hidetora Ichimonji
tt0089881,nm0855417,Taro Takatora Ichimonji
tt0089881,nm0628704,Jiro Masatora Ichimonji
tt0089881,nm0753480,Saburo Naotora Ichimonji
tt0089927,nm0000230,Rocky Balboa
tt0089927,nm0001735,Adrian
tt0089927,nm0949350,Paulie
tt0089927,nm0001835,Apollo Creed
tt0090555,nm0001357,Mick 'Crocodile' Dundee
tt0090555,nm0468957,Sue Charlton
tt0090555,nm0576851,Walter Reilly
tt0090555,nm0347858,Neville Bell
tt0090605,nm0000244,Ripley
tt0090605,nm0000299,Corporal Hicks
tt0090605,nm0001343,Newt
tt0090605,nm0001663,Burke
tt0090728,nm0000621,Jack Burton
tt0090728,nm0000326,Gracie Law
tt0090728,nm0241748,Wang Chi
tt0090728,nm0393222,David Lo Pan
tt0090756,nm0000618,Dorothy Vallens
tt0090756,nm0001492,Jeffrey Beaumont
tt0090756,nm0000454,Frank Booth
tt0090756,nm0000368,Sandy Williams
tt0091042,nm0000111,Ferris Bueller
tt0091042,nm0001688,Cameron Frye
tt0091042,nm0000214,Sloane Peterson
tt0091042,nm0000470,Ed Rooney
tt0091064,nm0000156,Seth Brundle
tt0091064,nm0000133,Veronica Quaife
tt0091064,nm0315288,Stathis Borans
tt0091064,nm0100205,Tawny
tt0091203,nm0000483,Connor MacLeod
tt0091203,nm0000125,Ramirez
tt0091203,nm0000317,Kurgan
tt0091203,nm0366509,Brenda Wyatt
tt0091369,nm0000309,Jareth
tt0091369,nm0000124,Sarah
tt0091369,nm0296614,Toby
tt0091369,nm0860712,Stepmother
tt0091605,nm0000125,William von Baskerville
tt0091605,nm0000225,Adso von Melk
tt0091605,nm0702818,Remigio de Varagine
tt0091605,nm0059946,Severinus
tt0091763,nm0000221,Chris
tt0091763,nm0000297,Sgt. Barnes
tt0091763,nm0000353,Sgt. Elias
tt0091763,nm0202966,King
tt0092005,nm0000696,Gordie Lachance
tt0092005,nm0000203,Chris Chambers
tt0092005,nm0000397,Teddy Duchamp
tt0092005,nm0005278,Vern Tessio
tt0092067,nm0849028,Pazu
tt0092067,nm0948445,Sheeta
tt0092067,nm0368969,Dola
tt0092067,nm0855385,Muska
tt0092099,nm0000129,Maverick
tt0092099,nm0000209,Merlin
tt0092099,nm0000534,Charlie
tt0092099,nm0000174,Ice
tt0092644,nm0000552,Axel Foley
tt0092644,nm0001662,Billy Rosewood
tt0092644,nm0001638,Maxwell Dent
tt0092644,nm0001074,Andrew Bogomil
tt0092890,nm0000664,Johnny Castle
tt0092890,nm0000426,Baby Houseman
tt0092890,nm0001583,Jake Houseman
tt0092890,nm0722407,Penny Johnson
tt0092965,nm0000288,Jim
tt0092965,nm0000518,Basie
tt0092965,nm0001669,Mrs. Victor
tt0092965,nm0369814,Dr. Rawlins
tt0092991,nm0132257,Ashley 'Ash' J. Williams
tt0092991,nm0077670,Annie Knowby
tt0092991,nm0382830,Jake
tt0092991,nm0219990,Bobby Joe
tt0093058,nm0000546,Pvt. Joker
tt0093058,nm0000388,Gny. Sgt. Hartman
tt0093058,nm0000352,Pvt. Pyle
tt0093058,nm0000284,Animal Mother
tt0093105,nm0000245,Adrian Cronauer
tt0093105,nm0001845,Edward Garlick
tt0093105,nm0870918,Tuan
tt0093105,nm0837701,Trinh
tt0093177,nm0732367,Larry
tt0093177,nm0383354,Julia
tt0093177,nm0491090,Kirsty
tt0093177,nm0152521,Frank
tt0093389,nm0518821,Pu Yi (Adult)
tt0093389,nm0001040,Wan Jung
tt0093389,nm0000564,Reginald Johnston (R.J.)
tt0093389,nm0948078,The Governor
tt0093409,nm0000154,Martin Riggs
tt0093409,nm0000418,Roger Murtaugh
tt0093409,nm0000997,Joshua
tt0093409,nm0752751,The General
tt0093437,nm0000574,Michael
tt0093437,nm0000433,Sam
tt0093437,nm0001848,Lucy
tt0093437,nm0400464,Grandpa
tt0093748,nm0000188,Neal Page
tt0093748,nm0001006,Del Griffith
tt0093748,nm0732309,Susan Page
tt0093748,nm0571106,State Trooper
tt0093773,nm0000216,Dutch
tt0093773,nm0001835,Dillon
tt0093773,nm0001310,The Predator
tt0093773,nm0001310,Helicopter Pilot
tt0093773,nm0001990,Anna
tt0093779,nm0000144,Westley
tt0093779,nm0001597,Iñigo Montoya
tt0093779,nm0000705,The Princess Bride
tt0093779,nm0001697,Prince Humperdinck
tt0093822,nm0000115,H.I. McDunnough
tt0093822,nm0000456,Ed
tt0093822,nm0934254,"Nathan Arizona, Sr."
tt0093822,nm0000422,Gale
tt0093870,nm0000693,Murphy
tt0093870,nm0000693,RoboCop
tt0093870,nm0000262,Lewis
tt0093870,nm0641397,The Old Man
tt0093870,nm0001074,Jones
tt0093894,nm0000216,Ben Richards
tt0093894,nm0000744,Amber Mendez
tt0093894,nm0001433,William Laughlin
tt0093894,nm0570793,Harold Weiss
tt0094012,nm0000316,President Skroob
tt0094012,nm0000316,Yogurt
tt0094012,nm0001006,Barf
tt0094012,nm0001548,Dark Helmet
tt0094012,nm0000597,Lone Starr
tt0094226,nm0000126,Eliot Ness
tt0094226,nm0000125,Jim Malone
tt0094226,nm0000134,Al Capone
tt0094226,nm0001747,Oscar Wallace
tt0094291,nm0000221,Bud Fox
tt0094291,nm0000140,Gordon Gekko
tt0094291,nm0876645,Carolyn
tt0094291,nm0184429,Dan
tt0094625,nm0412628,Kaneda
tt0094625,nm0765815,Tetsuo
tt0094625,nm0468708,Kei
tt0094625,nm0312656,Ryu
tt0094721,nm0000285,Adam
tt0094721,nm0000133,Barbara
tt0094721,nm0000474,Betelgeuse
tt0094721,nm0568499,Jane Butterfield
tt0094737,nm0000158,Josh
tt0094737,nm0001610,Susan
tt0094737,nm0005162,MacMillan
tt0094737,nm0001334,Paul
tt0094898,nm0000552,Prince Akeem
tt0094898,nm0000552,Clarence
tt0094898,nm0000552,Saul
tt0094898,nm0061003,Oha
tt0094898,nm0004731,Rose Bearer
tt0094898,nm0269936,Rose Bearer
tt0095016,nm0000246,John McClane
tt0095016,nm0000614,Hans Gruber
tt0095016,nm0000889,Holly Gennaro McClane
tt0095016,nm0001817,Sgt. Al Powell
tt0095159,nm0000092,Archie
tt0095159,nm0000130,Wanda
tt0095159,nm0000177,Otto
tt0095159,nm0001589,Ken
tt0095327,nm0851302,Seita
tt0095327,nm0794186,Setsuko
tt0095327,nm0945312,Aunt
tt0095327,nm0794002,Mother
tt0095705,nm0000558,Frank Drebin
tt0095705,nm0001636,Jane Spencer
tt0095705,nm0001740,Nordberg
tt0095705,nm0001544,Vincent Ludwig
tt0095765,nm0634159,Alfredo
tt0095765,nm0134073,Spaccafico
tt0095765,nm0041066,Maria Di Vita - Younger
tt0095765,nm0199774,Anna
tt0095953,nm0000163,Raymond Babbitt
tt0095953,nm0000129,Charlie Babbitt
tt0095953,nm0000420,Susanna
tt0095953,nm0596520,Dr. Bruner
tt0095956,nm0000230,Rambo
tt0095956,nm0001077,Trautman
tt0095956,nm0209030,Zaysen
tt0095956,nm0001748,Griggs
tt0096256,nm0684929,Nada
tt0096256,nm0202966,Frank
tt0096256,nm0001236,Holly
tt0096256,nm0002668,Drifter
tt0096283,nm0847054,Totoro
tt0096283,nm0383022,Satsuki
tt0096283,nm0757076,Mei
tt0096283,nm0411790,Tatsuo Kusakabe
tt0096320,nm0000216,Julius Benedict
tt0096320,nm0000362,Vincent Benedict
tt0096320,nm0000593,Marnie Mason
tt0096320,nm0916050,Linda Mason
tt0096438,nm0001364,Eddie Valiant
tt0096438,nm0000502,Judge Doom
tt0096438,nm0001026,Dolores
tt0096438,nm0281486,Roger Rabbit
tt0096438,nm0281486,Benny the Cab
tt0096438,nm0281486,Greasy
tt0096446,nm0000174,Madmartigan
tt0096446,nm0000695,Sorsha
tt0096446,nm0001116,Willow Ufgood
tt0096446,nm0550577,Queen Bavmorda
tt0096754,nm0000438,Bud Brigman
tt0096754,nm0001512,Lindsey Brigman
tt0096754,nm0000299,Lt. Coffey
tt0096754,nm0122238,Catfish De Vries
tt0096874,nm0000150,Marty McFly
tt0096874,nm0000150,Marty McFly Jr.
tt0096874,nm0000150,Marlene McFly
tt0096874,nm0000502,Dr. Emmett Brown
tt0096874,nm0000670,Lorraine
tt0096874,nm0001855,Biff Tannen
tt0096874,nm0001855,Griff
tt0096895,nm0000474,Batman
tt0096895,nm0000474,Bruce Wayne
tt0096895,nm0000197,Joker
tt0096895,nm0000197,Jack Napier
tt0096895,nm0000107,Vicki Vale
tt0096895,nm0943237,Alexander Knox
tt0096928,nm0000206,Ted 'Theodore' Logan
tt0096928,nm0935664,Bill S. Preston
tt0096928,nm0137506,Rufus
tt0096928,nm0131811,Napoleon
tt0096969,nm0000129,Ron Kovic
tt0096969,nm0488267,Young Ron
tt0096969,nm0000855,Mr. Kovic
tt0096969,nm0442512,Mrs. Kovic
tt0097165,nm0000245,John Keating
tt0097165,nm0000494,Neil Perry
tt0097165,nm0000160,Todd Anderson
tt0097165,nm0001038,Knox Overstreet
tt0097239,nm0000151,Hoke Colburn
tt0097239,nm0001788,Daisy Werthan
tt0097239,nm0000101,Boolie Werthan
tt0097239,nm0526985,Florine Werthan
tt0097351,nm0000126,Ray Kinsella
tt0097351,nm0000469,Terence Mann
tt0097351,nm0000501,Shoeless Joe Jackson
tt0097351,nm0001496,Annie Kinsella
tt0097428,nm0000195,Dr. Peter Venkman
tt0097428,nm0000101,Dr. Raymond Stantz
tt0097428,nm0000244,Dana Barrett
tt0097428,nm0000601,Dr. Egon Spengler
tt0097441,nm0000111,Col. Robert Gould Shaw
tt0097441,nm0000243,Pvt. Trip
tt0097441,nm0000144,Maj. Cabot Forbes
tt0097441,nm0000151,Sgt. Maj. John Rawlins
tt0097523,nm0001548,Wayne Szalinski
tt0097523,nm0001242,Big Russ Thompson
tt0097523,nm0833519,Diane Szalinski
tt0097523,nm0840133,Mae Thompson
tt0097576,nm0000148,Indiana Jones
tt0097576,nm0000125,Professor Henry Jones
tt0097576,nm0233145,Elsa
tt0097576,nm0001186,Marcus Brody
tt0097733,nm0000154,Martin Riggs
tt0097733,nm0000418,Roger Murtaugh
tt0097733,nm0000582,Leo Getz
tt0097733,nm0000475,Rika Van Den Haas
tt0097742,nm0001096,James Bond
tt0097742,nm0001108,Franz Sanchez
tt0097742,nm0000508,Pam Bouvier
tt0097742,nm0000650,Lupe Lamora
tt0097757,nm0072533,Ariel
tt0097757,nm0942787,Sebastian
tt0097757,nm0041281,Louis
tt0097757,nm0055549,Eric
tt0097814,nm0000379,Kiki
tt0097814,nm0847439,Kiki
tt0097814,nm0847439,Ursula
tt0097814,nm0757290,Jiji
tt0097814,nm0945322,Tombo
tt0097958,nm0000331,Clark
tt0097958,nm0000350,Ellen
tt0097958,nm0000496,Audrey
tt0097958,nm0301959,Rusty
tt0098084,nm0001535,Louis Creed
tt0098084,nm0000344,Rachel Creed
tt0098084,nm0001304,Jud Crandall
tt0098084,nm0339159,Victor Pascow
tt0098439,nm0000230,Tango
tt0098439,nm0000621,Cash
tt0098439,nm0000159,Kiki
tt0098439,nm0001588,Yves Perret
tt0098635,nm0000345,Harry Burns
tt0098635,nm0000212,Sally Albright
tt0098635,nm0000402,Marie
tt0098635,nm0456124,Jess
tt0099077,nm0000134,Leonard Lowe
tt0099077,nm0000245,Dr. Malcolm Sayer
tt0099077,nm0001413,Eleanor Costello
tt0099077,nm0625724,Mrs. Lowe
tt0099088,nm0000150,Marty McFly
tt0099088,nm0000150,Seamus McFly
tt0099088,nm0000502,Dr. Emmett Brown
tt0099088,nm0005460,Clara Clayton
tt0099088,nm0001855,Buford 'Mad Dog' Tannen
tt0099088,nm0001855,Biff Tannen
tt0099348,nm0000126,Lieutenant Dunbar
tt0099348,nm0001521,Stands With A Fist
tt0099348,nm0001295,Kicking Bird
tt0099348,nm0002110,Wind In His Hair
tt0099423,nm0000246,John McClane
tt0099423,nm0040472,Thornberg
tt0099423,nm0000889,Holly McClane
tt0099423,nm0001817,Al Powell
tt0099487,nm0000136,Edward Scissorhands
tt0099487,nm0000213,Kim
tt0099487,nm0001848,Peg
tt0099487,nm0001309,Jim
tt0099653,nm0000664,Sam Wheat
tt0099653,nm0000193,Molly Jensen
tt0099653,nm0000155,Oda Mae Brown
tt0099653,nm0001282,Carl Bruner
tt0099674,nm0000199,Don Michael Corleone
tt0099674,nm0000473,Kay Adams Michelson
tt0099674,nm0000412,Vincent Mancini
tt0099674,nm0001735,Connie Corleone Rizzi
tt0099685,nm0000134,James Conway
tt0099685,nm0000501,Henry Hill
tt0099685,nm0000582,Tommy DeVito
tt0099685,nm0000966,Karen Hill
tt0099700,nm0002090,Billy Peltzer
tt0099700,nm0000121,Kate Beringer
tt0099700,nm0005177,Gizmo
tt0099700,nm0709704,Brain Gremlin
tt0099785,nm0000346,Kevin
tt0099785,nm0000582,Harry
tt0099785,nm0827663,Marv
tt0099785,nm0001334,Peter
tt0099810,nm0000125,Marko Ramius
tt0099810,nm0000285,Jack Ryan
tt0099810,nm0001277,Bart Mancuso
tt0099810,nm0000554,Captain Borodin
tt0099871,nm0000209,Jacob
tt0099871,nm0001615,Jezzie
tt0099871,nm0000732,Louis
tt0099871,nm0002023,Michael
tt0099938,nm0000216,Kimble
tt0099938,nm0000542,Joyce
tt0099938,nm0715622,Phoebe
tt0099938,nm0001373,Miss Schlowski
tt0100150,nm0000321,Tom Reagan
tt0100150,nm0001215,Leo
tt0100150,nm0001806,Bernie Bernbaum
tt0100150,nm0001315,Verna
tt0100157,nm0001001,Paul Sheldon
tt0100157,nm0000870,Annie Wilkes
tt0100157,nm0002070,Buster
tt0100157,nm0827973,Virginia
tt0100403,nm0000418,Lieutenant Mike Harrigan
tt0100403,nm0000997,Peter Keyes
tt0100403,nm0001310,The Predator
tt0100403,nm0001952,Danny Archuleta
tt0100405,nm0000152,Edward Lewis
tt0100405,nm0000210,Vivian Ward
tt0100405,nm0004517,Philip Stuckey
tt0100405,nm0000624,Kit De Luca
tt0100507,nm0000230,Rocky
tt0100507,nm0001735,Adrian
tt0100507,nm0949350,Paulie
tt0100507,nm0821739,Rocky Jr.
tt0100802,nm0000216,Quaid
tt0100802,nm0000232,Lori
tt0100802,nm0000461,Richter
tt0100802,nm0001797,Melina
tt0100814,nm0000102,Valentine McKee
tt0100814,nm0911542,Earl Bass
tt0100814,nm0141617,Rhonda LeBeck
tt0100814,nm0343447,Burt Gummer
tt0101272,nm0001378,Morticia Addams
tt0101272,nm0000471,Gomez Addams
tt0101272,nm0000502,Uncle Fester Addams
tt0101272,nm0000445,Tully Alford
tt0101410,nm0001806,Barton Fink
tt0101410,nm0000422,Charlie Meadows
tt0101410,nm0001114,Audrey Taylor
tt0101410,nm0503627,Jack Lipnick
tt0101414,nm0641314,Belle
tt0101414,nm0000913,Beast
tt0101414,nm0181425,Lefou
tt0101414,nm0263591,Maurice
tt0101507,nm0000421,Tre Styles
tt0101507,nm0000401,Furious Styles
tt0101507,nm0015677,S.A.T. Man
tt0101507,nm0042998,Knucklehead #2
tt0101540,nm0000134,Max Cady
tt0101540,nm0000560,Sam Bowden
tt0101540,nm0001448,Leigh Bowden
tt0101540,nm0000496,Danielle Bowden
tt0102057,nm0000163,Captain Hook
tt0102057,nm0000245,Peter Banning
tt0102057,nm0000210,Tinkerbell
tt0102057,nm0001364,Smee
tt0102059,nm0000221,Topper Harley
tt0102059,nm0000221,Rhett Butler
tt0102059,nm0000221,Superman
tt0102059,nm0000144,Kent Gregory
tt0102059,nm0000420,Ramada Thompson
tt0102059,nm0000420,Scarlett O'Hara
tt0102059,nm0000420,Lois Lane
tt0102059,nm0000978,Adm. Benson
tt0102138,nm0000126,Jim Garrison
tt0102138,nm0000198,Lee Harvey Oswald
tt0102138,nm0000493,Jack Martin
tt0102138,nm0000527,Senator Long
tt0102266,nm0000246,Joe Hallenbeck
tt0102266,nm0001834,Jimmy Dix
tt0102266,nm0001210,Sarah Hallenbeck
tt0102266,nm0932244,Sheldon Marcone
tt0102510,nm0000558,Lt. Frank Drebin
tt0102510,nm0001636,Jane Spencer
tt0102510,nm0001421,Ed Hocken
tt0102510,nm0001740,Nordberg
tt0102685,nm0000664,Bodhi
tt0102685,nm0000206,Johnny Utah
tt0102685,nm0000997,Pappas
tt0102685,nm0001614,Tyler
tt0102798,nm0000126,Robin of Locksley
tt0102798,nm0000151,Azeem
tt0102798,nm0001512,Marian
tt0102798,nm0000225,Will Scarlett
tt0102926,nm0000149,Clarice Starling
tt0102926,nm0000164,Dr. Hannibal Lecter
tt0102926,nm0095029,FBI Instructor
tt0102926,nm0501435,Ardelia Mapp
tt0103064,nm0000216,The Terminator
tt0103064,nm0000157,Sarah Connor
tt0103064,nm0000411,John Connor
tt0103064,nm0001598,T-1000
tt0103074,nm0000215,Louise
tt0103074,nm0000133,Thelma
tt0103074,nm0000172,Hal
tt0103074,nm0000514,Jimmy
tt0103639,nm0918334,Aladdin
tt0103639,nm0000245,Genie
tt0103639,nm0000245,Peddler
tt0103639,nm0488306,Princess Jasmine
tt0103639,nm0293455,Jafar
tt0103644,nm0000244,Ripley
tt0103644,nm0001165,Dillon
tt0103644,nm0001097,Clemens
tt0103644,nm0001524,Golic
tt0103772,nm0000140,Detective Nick Curran
tt0103772,nm0000232,Catherine Tramell
tt0103772,nm0001169,Gus Moran
tt0103772,nm0000675,Dr. Beth Garner
tt0103776,nm0000474,Batman
tt0103776,nm0000474,Bruce Wayne
tt0103776,nm0000362,Penguin
tt0103776,nm0000201,Catwoman
tt0103776,nm0000201,Selina
tt0103776,nm0000686,Max Shreck
tt0103855,nm0000126,Frank Farmer
tt0103855,nm0001365,Rachel Marron
tt0103855,nm0447290,Sy Spector
tt0103855,nm0167850,Devaney
tt0103874,nm0000198,Dracula
tt0103874,nm0000213,Mina Murray
tt0103874,nm0000213,Elisabeta
tt0103874,nm0000164,Professor Abraham Van Helsing
tt0103874,nm0000206,Jonathan Harker
tt0104070,nm0000658,Madeline Ashton Menville
tt0104070,nm0000246,Dr. Ernest Menville
tt0104070,nm0000443,Helen Sharp
tt0104070,nm0000618,Lisle Von Rhuman
tt0104257,nm0000129,Lt. Daniel Kaffee
tt0104257,nm0000197,Col. Nathan R. Jessep
tt0104257,nm0000193,Lt. Cdr. JoAnne Galloway
tt0104257,nm0000102,Capt. Jack Ross
tt0104348,nm0000199,Ricky Roma
tt0104348,nm0000493,Shelley Levene
tt0104348,nm0000285,Blake
tt0104348,nm0000273,George Aaronow
tt0104431,nm0000346,Kevin
tt0104431,nm0000582,Harry
tt0104431,nm0827663,Marv
tt0104431,nm0001573,Kate
tt0104691,nm0000358,Hawkeye (Nathaniel Poe)
tt0104691,nm0000656,Cora Munro
tt0104691,nm0575184,Chingachgook
tt0104691,nm0777760,Uncas
tt0104694,nm0000158,Jimmy Dugan
tt0104694,nm0000133,Dottie Hinson - Catcher
tt0104694,nm0001614,Kit Keller - Pitcher
tt0104694,nm0000187,Mae Mordabito - Center Fielder
